number,region,comps_attended,sigs_attended,worlds_qual,trueskill,trueskill_ranking,opr,dpr,ccwm,ap_per_match,awp_per_match,wp_per_match,drive_score,auto_score
42652C,Tennessee,8,1,False,23.3,854.0,15.4,8.2,7.1,3.3,0.19,1.6,48.0,28.0
42652D,Tennessee,9,1,False,22.3,1420.0,11.9,9.6,2.3,3.1,0.12,1.3,43.0,38.0
57249A,Tennessee,11,2,True,24.9,312.0,17.1,8.0,9.1,3.4,0.23,1.8,60.0,43.0
57249B,Tennessee,10,2,True,21.7,1822.0,11.9,8.7,3.2,3.1,0.09,1.2,52.0,34.0
57249C,Tennessee,14,2,True,25.1,262.0,17.3,9.1,8.2,3.8,0.24,1.7,59.0,51.0
57249D,Tennessee,10,1,True,21.4,2059.0,10.7,11.8,-1.1,2.8,0.22,1.5,52.0,45.0
57711C,Tennessee,5,1,False,22.0,1618.0,15.7,11.0,4.7,4.0,0.23,1.4,45.0,23.0
57711X,Tennessee,13,5,True,26.7,46.0,21.4,9.4,12.1,4.5,0.43,2.1,59.0,48.0
63663A,Tennessee,12,2,True,22.7,1176.0,13.3,11.8,1.5,3.0,0.1,1.1,50.0,33.0
69315A,Tennessee,7,1,True,23.0,986.0,13.0,8.6,4.4,3.7,0.13,1.4,47.0,35.0
69315B,Tennessee,5,1,False,20.3,3012.0,8.1,13.4,-5.3,3.5,0.03,1.0,27.0,3.0
73973A,Tennessee,12,1,False,22.8,1104.0,12.5,9.3,3.2,3.2,0.1,1.3,47.0,30.0
96504D,Tennessee,10,2,True,24.2,511.0,17.0,9.3,7.7,4.1,0.25,1.8,45.0,39.0
96504E,Tennessee,9,1,True,22.5,1313.0,18.4,6.8,11.6,3.3,0.07,1.5,48.0,36.0
96504G,Tennessee,9,0,False,21.2,2203.0,12.2,8.8,3.4,3.2,0.11,1.4,45.0,30.0
96504P,Tennessee,11,2,True,25.2,240.0,18.4,10.2,8.3,3.8,0.23,1.7,50.0,27.0
96504X,Tennessee,6,0,False,21.3,2133.0,17.5,12.7,4.8,2.3,0.03,1.2,47.0,13.0
97934H,Tennessee,14,4,False,22.4,1363.0,10.5,10.7,-0.3,2.3,0.02,1.1,41.0,20.0
97934S,Tennessee,14,4,False,23.2,895.0,12.1,10.0,2.1,3.0,0.1,1.3,47.0,36.0
97934U,Tennessee,12,3,False,21.0,2371.0,11.0,10.4,0.6,3.1,0.03,1.0,38.0,22.0
97934X,Tennessee,12,2,False,20.6,2734.0,5.9,11.8,-5.9,2.2,0.05,0.9,34.0,3.0
98709R,Tennessee,5,0,False,19.1,4178.0,8.6,15.7,-7.1,1.6,0.03,0.8,33.0,42.0
99331M,Tennessee,6,1,False,19.9,3397.0,8.8,11.6,-2.9,2.3,0.02,0.7,26.0,8.0
99905X,Tennessee,7,1,False,23.0,986.0,12.4,10.8,1.7,3.3,0.11,1.4,38.0,6.0
99989A,Tennessee,9,1,True,26.7,46.0,22.3,5.7,16.6,4.6,0.4,2.2,56.0,50.0
99989C,Tennessee,6,0,False,21.5,1966.0,6.6,9.5,-2.9,2.8,0.07,1.1,39.0,21.0
99989D,Tennessee,7,0,False,23.2,895.0,12.8,5.1,7.7,3.7,0.08,1.4,47.0,26.0
21A,California,6,0,False,21.8,1761.0,13.6,7.5,6.1,4.1,0.32,1.5,47.0,15.0
21S,California,8,1,True,21.9,1688.0,16.1,12.5,3.7,3.4,0.29,1.6,41.0,16.0
62A,California,8,1,True,22.4,1363.0,18.0,10.0,8.0,2.9,0.3,1.8,55.0,44.0
334A,California,9,1,False,20.6,2734.0,9.6,12.4,-2.8,2.9,0.08,1.1,46.0,44.0
334U,California,14,3,True,25.5,188.0,21.1,11.1,10.1,4.0,0.44,2.0,55.0,36.0
334X,California,7,0,False,23.8,654.0,20.7,6.5,14.1,3.4,0.27,1.8,45.0,27.0
334Y,California,11,3,True,23.5,767.0,15.9,15.9,-0.1,2.0,0.3,1.2,56.0,40.0
334Z,California,5,0,False,19.0,4293.0,9.4,13.4,-4.0,2.5,0.21,1.1,31.0,11.0
393A,California,5,0,False,20.3,3012.0,13.7,12.9,0.8,2.8,0.14,1.1,48.0,47.0
393B,California,5,0,False,20.3,3012.0,11.6,14.5,-2.9,1.7,0.12,0.7,45.0,27.0
404E,California,7,0,False,22.4,1363.0,15.4,10.3,5.0,2.9,0.26,1.6,48.0,35.0
404Z,California,7,0,True,21.3,2133.0,13.7,13.4,0.3,3.9,0.21,1.3,50.0,50.0
507A,California,8,0,True,26.1,106.0,19.1,4.5,14.6,3.8,0.31,2.0,57.0,42.0
507B,California,7,0,False,24.4,446.0,15.3,5.5,9.8,3.8,0.15,1.6,45.0,27.0
507C,California,9,0,False,22.8,1104.0,10.5,8.4,2.1,2.9,0.12,1.2,44.0,21.0
507D,California,8,0,False,21.1,2288.0,9.9,9.5,0.4,3.4,0.18,1.3,34.0,13.0
507E,California,7,0,False,23.8,654.0,13.1,7.5,5.6,2.9,0.11,1.4,48.0,15.0
569A,California,5,0,False,20.2,3106.0,13.8,8.9,5.0,3.6,0.11,1.3,44.0,46.0
569C,California,5,0,False,19.0,4293.0,11.9,12.0,-0.1,2.7,0.08,1.1,39.0,29.0
569D,California,6,0,False,20.4,2925.0,11.5,7.9,3.6,3.2,0.14,1.4,44.0,27.0
599Z,California,7,0,False,24.2,511.0,18.9,11.4,7.5,4.0,0.35,1.7,46.0,33.0
652A,California,9,3,True,26.4,79.0,21.9,10.9,11.0,4.1,0.49,2.2,62.0,53.0
687B,California,4,0,False,22.5,1313.0,13.3,8.1,5.2,3.1,0.15,1.6,47.0,3.0
687D,California,4,0,False,19.7,3601.0,11.9,11.4,0.5,3.0,0.12,1.2,35.0,42.0
742A,California,5,0,False,20.2,3106.0,11.2,9.8,1.3,3.4,0.3,1.3,44.0,26.0
847X,California,7,0,False,22.1,1546.0,17.1,9.4,7.7,3.9,0.41,1.8,47.0,24.0
884A,California,12,3,False,24.6,390.0,15.9,13.8,2.1,3.7,0.57,1.7,45.0,50.0
948J,California,5,0,True,21.2,2203.0,14.1,13.5,0.7,3.2,0.19,1.2,55.0,3.0
1138B,California,7,1,False,24.0,566.0,17.0,9.9,7.2,3.3,0.33,1.9,53.0,6.0
1159X,California,10,4,True,25.7,155.0,17.4,10.8,6.6,3.5,0.34,1.9,62.0,57.0
1281A,California,8,3,False,22.7,1176.0,16.6,15.4,1.2,4.0,0.44,1.7,54.0,50.0
1281R,California,8,2,False,22.2,1468.0,13.5,12.9,0.6,2.8,0.35,1.3,47.0,50.0
1281X,California,9,1,True,22.5,1313.0,17.0,12.1,4.9,3.0,0.34,1.6,55.0,45.0
1629X,California,15,6,True,22.6,1250.0,13.7,13.1,0.6,3.4,0.2,1.4,60.0,56.0
2147Z,California,14,2,True,24.8,334.0,14.9,10.1,4.8,3.5,0.26,1.8,52.0,38.0
2150A,California,7,0,True,22.8,1104.0,16.8,9.8,7.0,3.6,0.31,1.5,44.0,40.0
2150B,California,7,0,False,19.9,3397.0,11.5,9.9,1.6,3.3,0.1,1.1,42.0,26.0
2397A,California,9,2,False,22.8,1104.0,16.6,10.9,5.7,2.6,0.16,1.4,54.0,46.0
2428W,California,13,3,False,22.5,1313.0,14.3,11.8,2.5,3.4,0.31,1.5,45.0,32.0
2496J,California,6,0,False,20.2,3106.0,13.0,14.3,-1.3,2.5,0.15,1.2,56.0,47.0
2496N,California,5,0,False,21.1,2288.0,9.8,13.1,-3.3,2.5,0.24,1.2,42.0,39.0
2496V,California,7,0,True,22.3,1420.0,19.0,9.7,9.4,3.4,0.34,2.0,57.0,54.0
2496W,California,5,0,False,19.5,3781.0,14.0,15.0,-1.0,2.8,0.03,0.8,40.0,26.0
2496X,California,8,0,False,20.0,3301.0,10.7,14.7,-4.1,2.2,0.14,0.8,40.0,27.0
2496Y,California,8,0,False,21.6,1885.0,14.1,10.4,3.7,3.2,0.28,1.4,50.0,34.0
2922C,California,7,1,False,22.9,1042.0,18.4,12.2,6.2,3.6,0.42,1.6,58.0,49.0
3050W,California,5,0,False,22.2,1468.0,12.4,8.6,3.8,2.7,0.26,1.6,38.0,17.0
3050X,California,5,0,False,20.8,2544.0,12.5,12.3,0.2,2.5,0.09,1.2,43.0,28.0
3284B,California,8,2,True,23.4,811.0,19.4,13.7,5.7,3.5,0.2,1.6,56.0,52.0
3779A,California,6,0,False,21.6,1885.0,20.4,10.5,9.9,2.7,0.14,1.2,44.0,14.0
6526D,California,8,1,False,20.7,2629.0,12.8,13.6,-0.8,3.3,0.41,1.4,48.0,27.0
6627A,California,10,1,True,24.0,566.0,15.7,11.5,4.2,3.2,0.38,1.7,57.0,27.0
6627B,California,10,0,False,21.5,1966.0,13.7,11.9,1.8,2.3,0.12,1.1,42.0,12.0
6627C,California,11,0,False,22.8,1104.0,14.2,9.6,4.6,3.0,0.17,1.4,49.0,28.0
6627D,California,12,0,False,23.0,986.0,13.8,10.3,3.5,3.6,0.31,1.6,45.0,14.0
6627S,California,11,1,False,23.9,611.0,17.0,10.0,7.1,3.9,0.31,1.7,56.0,48.0
6627X,California,9,1,True,25.3,220.0,18.5,11.2,7.4,3.7,0.41,1.8,55.0,42.0
7700K,California,8,2,False,20.5,2838.0,10.6,16.9,-6.2,2.5,0.15,0.9,30.0,10.0
7700R,California,12,3,True,23.0,986.0,13.6,13.0,0.6,3.5,0.26,1.5,60.0,59.0
7874R,California,7,0,False,21.3,2133.0,15.4,11.1,4.3,2.8,0.16,1.4,45.0,9.0
7874X,California,6,0,False,21.0,2371.0,12.8,10.8,2.0,3.7,0.24,1.4,44.0,24.0
7899X,California,11,3,True,23.4,811.0,15.8,13.6,2.2,3.5,0.2,1.4,57.0,56.0
7899Y,California,9,1,False,21.0,2371.0,13.1,13.3,-0.2,3.2,0.24,1.2,49.0,12.0
8054B,California,4,0,False,19.2,4071.0,12.5,10.9,1.6,2.3,0.05,1.3,42.0,29.0
8198X,California,10,4,True,25.7,155.0,18.7,11.4,7.3,3.3,0.33,1.7,60.0,56.0
8301B,California,8,1,False,20.8,2544.0,11.5,9.3,2.2,3.5,0.15,1.1,42.0,26.0
8301C,California,8,1,False,23.0,986.0,13.8,11.5,2.3,3.0,0.17,1.3,34.0,15.0
8301D,California,8,1,False,24.2,511.0,20.5,6.3,14.2,3.6,0.36,1.9,50.0,31.0
8301E,California,4,0,False,20.7,2629.0,7.6,9.4,-1.8,3.0,0.2,1.1,39.0,22.0
8565A,California,2,0,False,17.2,6264.0,8.9,12.9,-4.0,2.6,0.12,1.1,30.0,0.0
8771Z,California,6,1,False,20.3,3012.0,14.9,13.7,1.2,2.8,0.09,1.0,48.0,40.0
8917B,California,6,2,False,22.3,1420.0,12.9,13.1,-0.2,2.9,0.31,1.4,52.0,8.0
9924X,California,4,0,False,23.0,986.0,18.2,7.0,11.2,4.4,0.22,1.7,50.0,8.0
11211W,California,9,3,False,22.5,1313.0,14.3,11.5,2.8,3.1,0.18,1.4,46.0,33.0
11211X,California,10,3,True,25.3,220.0,18.1,13.3,4.8,3.5,0.24,1.6,43.0,28.0
11211Z,California,4,0,False,19.4,3876.0,14.7,13.4,1.4,4.2,0.19,1.3,36.0,39.0
11444X,California,11,4,True,24.0,566.0,15.3,11.4,3.9,3.9,0.32,1.8,44.0,21.0
12125A,California,9,2,False,25.0,287.0,17.8,12.6,5.2,4.2,0.41,1.7,51.0,31.0
15442A,California,8,1,False,21.4,2059.0,12.5,11.9,0.6,3.3,0.26,1.4,55.0,42.0
15442B,California,7,1,False,22.4,1363.0,15.8,14.6,1.2,3.4,0.33,1.5,54.0,33.0
15442C,California,7,1,True,22.3,1420.0,17.4,14.9,2.5,3.0,0.49,1.6,60.0,56.0
23347S,California,9,0,True,22.6,1250.0,13.8,12.3,1.6,3.6,0.23,1.5,46.0,40.0
34020A,California,9,1,False,22.7,1176.0,16.8,11.5,5.4,3.6,0.48,1.8,55.0,34.0
34690A,California,7,0,False,22.0,1618.0,18.3,10.8,7.5,3.7,0.25,1.4,49.0,12.0
52274X,California,4,0,False,20.0,3301.0,17.0,8.8,8.2,3.9,0.37,1.9,48.0,26.0
62019A,California,6,0,False,21.2,2203.0,15.1,8.9,6.2,3.5,0.23,1.5,46.0,8.0
65696A,California,4,0,False,18.3,5032.0,12.0,15.6,-3.5,3.6,0.14,1.0,43.0,26.0
72711P,California,8,2,True,23.3,854.0,18.6,12.4,6.2,3.1,0.28,1.6,57.0,55.0
77677Y,California,5,1,False,20.7,2629.0,15.9,14.2,1.8,2.6,0.33,1.4,31.0,0.0
91326A,California,5,0,False,19.9,3397.0,12.2,15.8,-3.5,3.0,0.21,1.2,44.0,38.0
92008A,California,6,0,False,19.2,4071.0,14.5,8.5,6.1,3.5,0.08,1.6,33.0,0.0
98601A,California,7,0,False,21.1,2288.0,11.6,15.6,-4.0,2.7,0.27,1.5,42.0,27.0
98601B,California,9,0,False,18.5,4820.0,9.2,12.0,-2.8,2.5,0.1,0.9,33.0,8.0
98601C,California,8,0,False,16.5,7030.0,7.8,15.5,-7.7,2.0,0.07,0.8,44.0,27.0
99999D,California,6,0,False,21.2,2203.0,14.0,12.8,1.2,2.7,0.06,0.9,43.0,27.0
99999P,California,7,0,False,23.4,811.0,18.4,6.0,12.4,3.4,0.2,1.7,49.0,0.0
1469X,California,6,0,False,20.9,2458.0,7.7,7.8,0.0,2.9,0.0,1.1,29.0,23.0
3324Z,California,6,0,False,17.1,6385.0,4.7,14.4,-9.7,2.3,0.0,0.6,41.0,17.0
6007X,California,7,1,False,16.7,6828.0,5.2,13.8,-8.7,2.3,0.04,0.6,32.0,12.0
7700T,California,6,0,False,21.1,2288.0,14.1,12.0,2.1,3.6,0.1,1.2,42.0,19.0
7700X,California,7,0,False,20.2,3106.0,9.8,8.5,1.3,2.9,0.12,1.2,36.0,8.0
424B,California,4,0,False,18.3,5032.0,4.6,7.8,-3.1,2.0,0.0,0.6,18.0,3.0
424D,California,4,0,False,19.8,3501.0,5.7,7.5,-1.8,3.1,0.03,1.1,34.0,0.0
424W,California,4,0,False,21.2,2203.0,8.9,5.9,3.0,3.2,0.0,1.2,32.0,3.0
920B,California,16,3,True,26.8,41.0,21.4,9.6,11.8,4.1,0.39,2.1,57.0,37.0
920C,California,4,0,False,17.8,5588.0,4.2,14.3,-10.1,1.8,0.0,0.5,20.0,0.0
3655G,California,3,0,False,22.8,1104.0,11.2,6.2,4.9,2.5,0.0,1.2,29.0,0.0
3655R,California,3,0,False,17.8,5588.0,3.6,5.1,-1.5,2.5,0.0,0.5,23.0,0.0
4621B,California,4,0,False,18.7,4605.0,4.8,7.1,-2.3,3.0,0.0,1.1,20.0,0.0
4621C,California,6,0,False,19.6,3703.0,6.5,5.8,0.7,2.5,0.0,1.2,29.0,8.0
4621F,California,4,0,False,15.7,7812.0,2.6,10.7,-8.0,2.9,0.0,0.4,20.0,5.0
7422B,California,3,0,False,19.8,3501.0,9.4,6.8,2.6,2.9,0.0,1.0,32.0,13.0
7422C,California,3,0,True,21.9,1688.0,15.5,5.2,10.3,3.5,0.0,1.7,47.0,28.0
7422H,California,3,0,False,16.9,6599.0,5.6,6.8,-1.2,2.1,0.0,0.9,27.0,5.0
7422S,California,2,0,False,24.3,477.0,16.9,3.3,13.6,4.2,0.0,1.8,35.0,6.0
7619V,California,4,0,False,20.8,2544.0,10.1,6.2,3.9,3.5,0.03,1.2,31.0,6.0
7619W,California,5,0,False,20.5,2838.0,7.6,6.2,1.4,4.0,0.03,1.2,16.0,3.0
7983D,California,3,0,False,20.1,3207.0,9.3,6.0,3.3,3.0,0.04,1.2,32.0,3.0
7983F,California,7,1,True,24.8,334.0,16.6,5.6,10.9,4.1,0.12,1.8,44.0,23.0
7983M,California,4,0,False,17.5,5947.0,5.3,8.6,-3.3,2.7,0.0,0.7,31.0,10.0
7983N,California,3,0,False,18.7,4605.0,3.3,6.7,-3.5,2.7,0.0,0.9,29.0,0.0
7983S,California,8,1,True,25.0,287.0,15.6,3.8,11.8,3.1,0.06,1.5,35.0,20.0
7983U,California,5,0,False,21.0,2371.0,8.5,5.2,3.3,3.4,0.03,1.4,19.0,11.0
7983X,California,3,0,False,20.6,2734.0,8.6,8.1,0.5,3.7,0.0,1.1,27.0,8.0
7983Z,California,5,0,False,20.6,2734.0,5.8,5.6,0.2,2.5,0.0,1.2,29.0,0.0
10563A,California,4,0,False,15.9,7599.0,5.3,7.6,-2.3,2.7,0.0,0.8,23.0,0.0
11475B,California,6,1,True,25.0,287.0,16.9,8.7,8.3,4.5,0.15,1.7,39.0,27.0
11475C,California,4,0,False,19.8,3501.0,7.0,7.6,-0.6,2.5,0.0,0.7,21.0,9.0
11475D,California,4,0,False,19.6,3703.0,7.6,9.1,-1.6,3.6,0.03,1.0,20.0,0.0
31645A,California,5,0,False,15.6,7907.0,7.0,10.9,-3.9,3.0,0.04,1.1,22.0,11.0
31645B,California,4,0,False,17.1,6385.0,6.8,6.8,-0.1,3.1,0.08,1.0,29.0,0.0
49637A,California,4,0,False,20.8,2544.0,9.1,7.4,1.7,2.8,0.0,1.2,20.0,0.0
49637B,California,4,0,False,22.0,1618.0,12.9,6.7,6.2,3.0,0.03,1.3,40.0,7.0
49637C,California,5,0,False,20.3,3012.0,7.4,8.4,-1.0,3.3,0.03,1.1,32.0,11.0
49637D,California,4,0,False,23.1,942.0,10.5,4.7,5.8,3.5,0.03,1.3,22.0,0.0
64647H,California,5,0,False,17.8,5588.0,5.1,8.6,-3.5,3.1,0.04,1.1,31.0,10.0
64647N,California,5,0,False,20.4,2925.0,7.1,9.3,-2.2,2.4,0.0,0.7,31.0,8.0
93455A,California,4,0,False,14.4,8971.0,2.9,12.6,-9.8,1.1,0.0,0.4,28.0,16.0
93706D,California,4,0,False,14.3,9041.0,6.0,18.1,-12.1,1.4,0.0,0.5,26.0,5.0
93706E,California,4,0,False,20.7,2629.0,9.0,10.1,-1.0,3.3,0.05,1.1,29.0,22.0
93706F,California,5,0,True,18.1,5246.0,7.9,11.7,-3.8,2.7,0.05,0.9,36.0,16.0
35016Y,Alabama,8,0,False,16.9,6599.0,1.5,9.0,-7.4,2.3,0.0,0.7,15.0,0.0
47742A,Alabama,8,0,True,17.6,5826.0,7.0,5.0,2.0,2.8,0.03,1.0,32.0,3.0
47969E,Alabama,8,0,True,19.8,3501.0,9.0,4.6,4.4,3.2,0.08,1.3,36.0,3.0
56448A,Alabama,6,0,True,19.8,3501.0,10.4,4.1,6.3,3.4,0.09,1.4,29.0,3.0
56448B,Alabama,6,0,True,18.8,4503.0,7.9,6.6,1.3,3.4,0.0,1.0,35.0,8.0
56448D,Alabama,6,0,True,16.5,7030.0,3.6,11.4,-7.8,2.2,0.0,0.7,8.0,0.0
526A,Wisconsin,5,0,False,18.5,4820.0,2.6,11.3,-8.7,2.0,0.0,0.8,20.0,0.0
526C,Wisconsin,7,0,False,23.4,811.0,12.3,9.0,3.3,3.6,0.03,1.3,34.0,24.0
1032B,Wisconsin,5,0,False,19.7,3601.0,7.4,8.5,-1.1,2.5,0.03,1.0,40.0,25.0
1032Z,Wisconsin,11,2,False,25.1,262.0,15.0,6.7,8.4,3.3,0.1,1.5,53.0,30.0
1200B,Wisconsin,7,1,True,23.0,986.0,15.3,9.7,5.6,3.2,0.1,1.5,50.0,37.0
1200C,Wisconsin,6,0,False,21.8,1761.0,9.3,9.5,-0.2,3.1,0.02,1.3,32.0,16.0
1200Z,Wisconsin,6,0,True,20.7,2629.0,8.9,10.9,-2.0,2.9,0.03,0.9,39.0,36.0
1570A,Wisconsin,7,1,False,23.1,942.0,15.0,9.7,5.3,3.2,0.07,1.5,41.0,33.0
1570R,Wisconsin,7,1,False,22.3,1420.0,9.7,8.7,1.0,3.6,0.13,1.4,40.0,13.0
1790A,Wisconsin,5,1,False,22.0,1618.0,8.6,11.7,-3.1,2.4,0.04,0.8,35.0,0.0
1790B,Wisconsin,6,1,False,24.2,511.0,11.9,10.7,1.2,3.5,0.17,1.3,49.0,27.0
3636A,Wisconsin,6,0,False,20.2,3106.0,8.2,8.6,-0.4,2.5,0.04,1.1,29.0,8.0
3636E,Wisconsin,5,0,False,21.1,2288.0,9.5,10.7,-1.2,2.5,0.03,1.1,35.0,10.0
4082X,Wisconsin,8,1,True,24.5,413.0,18.7,10.3,8.3,3.8,0.09,1.5,50.0,37.0
4869C,Wisconsin,7,0,False,24.4,446.0,17.7,9.0,8.7,3.8,0.08,1.6,48.0,26.0
5062F,Wisconsin,7,1,False,21.7,1822.0,8.9,11.0,-2.1,2.6,0.1,1.2,48.0,9.0
5062V,Wisconsin,8,1,True,22.6,1250.0,13.0,9.3,3.7,3.1,0.06,1.4,39.0,13.0
5062X,Wisconsin,7,1,True,25.5,188.0,20.0,9.7,10.3,3.1,0.14,1.5,48.0,44.0
5062Z,Wisconsin,7,1,False,20.0,3301.0,4.8,16.3,-11.5,2.2,0.02,0.3,33.0,11.0
5509E,Wisconsin,10,1,True,26.6,54.0,17.9,8.0,9.9,3.2,0.08,1.6,54.0,32.0
6219B,Wisconsin,7,1,True,25.8,138.0,18.1,8.4,9.7,4.3,0.29,1.9,52.0,45.0
6219D,Wisconsin,5,0,False,21.3,2133.0,8.9,12.7,-3.8,2.0,0.02,0.9,36.0,13.0
6219E,Wisconsin,4,0,False,22.2,1468.0,5.9,13.7,-7.7,2.3,0.0,0.7,26.0,13.0
6219G,Wisconsin,5,0,False,23.0,986.0,8.8,13.5,-4.7,2.9,0.04,0.9,28.0,21.0
6219H,Wisconsin,4,0,False,22.9,1042.0,6.4,14.4,-8.0,2.8,0.09,0.9,45.0,19.0
6219X,Wisconsin,10,3,True,27.2,19.0,19.4,7.9,11.5,4.4,0.13,1.7,56.0,43.0
9144A,Wisconsin,5,1,False,23.6,730.0,18.4,8.8,9.6,3.5,0.07,1.5,48.0,0.0
9144B,Wisconsin,5,1,False,21.1,2288.0,12.6,10.7,1.9,2.7,0.02,1.1,31.0,8.0
9144G,Wisconsin,5,1,False,22.8,1104.0,14.5,6.7,7.8,4.0,0.05,1.5,42.0,0.0
13650C,Wisconsin,7,0,True,22.6,1250.0,13.9,9.6,4.3,3.6,0.07,1.2,44.0,30.0
22579E,Wisconsin,4,0,False,19.4,3876.0,7.3,10.6,-3.2,2.6,0.0,1.0,27.0,0.0
22579S,Wisconsin,4,0,False,18.6,4715.0,4.1,14.6,-10.5,2.6,0.0,0.6,16.0,0.0
27905F,Wisconsin,5,0,False,19.4,3876.0,8.2,9.6,-1.3,2.8,0.03,1.0,29.0,3.0
53171H,Wisconsin,5,0,False,22.1,1546.0,10.5,9.3,1.2,3.1,0.03,1.3,21.0,8.0
53171J,Wisconsin,6,1,False,19.5,3781.0,8.1,9.7,-1.6,2.7,0.02,1.0,29.0,16.0
53171K,Wisconsin,5,1,False,19.1,4178.0,10.4,13.5,-3.1,2.5,0.1,1.0,33.0,4.0
53171M,Wisconsin,4,0,False,18.7,4605.0,7.4,12.4,-5.0,2.4,0.04,0.9,32.0,12.0
53171N,Wisconsin,4,0,False,18.3,5032.0,8.4,14.1,-5.7,2.8,0.1,0.8,28.0,12.0
53551W,Wisconsin,4,0,False,18.7,4605.0,14.8,7.7,7.0,3.3,0.03,1.3,33.0,10.0
54677A,Wisconsin,8,1,True,23.9,611.0,17.1,6.9,10.2,3.5,0.09,1.5,44.0,38.0
54770D,Wisconsin,4,0,False,17.4,6052.0,7.2,12.9,-5.7,2.8,0.03,0.9,19.0,3.0
84443B,Wisconsin,5,0,False,20.7,2629.0,8.9,10.8,-1.9,2.9,0.0,0.9,30.0,13.0
84443C,Wisconsin,5,0,False,22.4,1363.0,9.4,6.6,2.8,3.2,0.05,1.1,30.0,8.0
84443E,Wisconsin,4,0,False,19.6,3703.0,2.3,13.0,-10.7,2.5,0.0,0.8,30.0,0.0
84443F,Wisconsin,8,1,False,24.2,511.0,15.5,6.8,8.7,4.2,0.24,1.7,45.0,23.0
84443G,Wisconsin,7,1,False,22.2,1468.0,8.8,8.4,0.4,2.8,0.03,1.0,40.0,12.0
84443K,Wisconsin,4,0,False,21.2,2203.0,7.4,5.2,2.2,3.0,0.12,1.3,28.0,9.0
90843A,Wisconsin,2,0,False,19.2,4071.0,10.7,10.5,0.2,3.0,0.0,0.9,7.0,3.0
1032H,Wisconsin,5,0,False,19.1,4178.0,4.1,9.0,-4.9,2.5,0.0,0.9,26.0,0.0
4082A,Wisconsin,5,0,False,19.0,4293.0,10.2,8.6,1.6,3.1,0.0,1.2,30.0,9.0
44036F,Wisconsin,4,0,False,17.6,5826.0,6.3,8.0,-1.7,1.5,0.0,0.9,23.0,15.0
946W,Colorado,9,2,False,24.3,477.0,17.4,6.5,10.9,3.8,0.22,1.8,46.0,13.0
1166B,Colorado,6,0,False,20.0,3301.0,12.8,12.5,0.3,3.0,0.26,1.3,52.0,22.0
1166N,Colorado,6,0,False,20.2,3106.0,11.2,11.5,-0.2,3.2,0.13,1.3,37.0,20.0
1166Z,Colorado,11,2,True,24.7,368.0,18.2,8.4,9.8,3.5,0.29,1.8,55.0,32.0
2654E,Colorado,9,2,True,27.1,26.0,22.0,10.6,11.4,5.4,0.53,2.3,66.0,65.0
2654G,Colorado,7,1,False,23.0,986.0,13.1,10.9,2.1,3.2,0.1,1.1,28.0,0.0
3743C,Colorado,11,2,True,24.9,312.0,15.9,9.8,6.1,2.8,0.19,1.4,46.0,37.0
3743Z,Colorado,9,2,False,21.7,1822.0,9.7,13.3,-3.5,2.6,0.11,1.0,34.0,31.0
3946E,Colorado,6,0,False,23.4,811.0,16.3,8.9,7.3,3.2,0.15,1.4,42.0,24.0
3946S,Colorado,7,0,True,22.2,1468.0,13.0,9.7,3.3,3.1,0.15,1.4,48.0,39.0
3946W,Colorado,7,0,True,22.9,1042.0,15.8,10.3,5.5,4.2,0.21,1.6,44.0,33.0
4265G,Colorado,7,1,False,24.0,566.0,16.2,12.7,3.6,4.0,0.37,1.7,46.0,48.0
4265V,Colorado,6,0,False,20.4,2925.0,9.7,9.0,0.7,3.3,0.16,1.3,42.0,19.0
13358C,Colorado,10,2,True,26.2,96.0,19.2,9.7,9.4,3.4,0.35,1.7,61.0,57.0
13358Z,Colorado,10,2,False,22.9,1042.0,15.8,8.4,7.5,3.0,0.16,1.4,51.0,16.0
13713A,Colorado,7,0,False,22.1,1546.0,14.3,8.6,5.7,4.4,0.12,1.6,43.0,38.0
28466C,Colorado,6,1,False,19.8,3501.0,8.4,8.3,0.1,2.6,0.02,0.9,32.0,3.0
28466G,Colorado,6,1,False,22.1,1546.0,7.9,9.7,-1.9,3.3,0.06,1.1,37.0,8.0
30809S,Colorado,12,3,True,23.6,730.0,13.5,12.6,0.9,2.9,0.17,1.3,49.0,34.0
32092D,Colorado,8,1,True,20.0,3301.0,11.2,12.8,-1.6,2.3,0.11,1.1,45.0,41.0
32092G,Colorado,9,2,True,26.0,118.0,21.4,9.6,11.7,4.4,0.36,2.1,57.0,40.0
54996A,Colorado,8,0,False,22.4,1363.0,15.9,9.1,6.8,3.8,0.19,1.3,44.0,14.0
54996B,Colorado,8,0,False,21.2,2203.0,10.3,9.0,1.4,3.9,0.1,1.3,34.0,17.0
55745F,Colorado,4,0,False,17.5,5947.0,8.1,12.8,-4.7,2.4,0.12,0.8,40.0,26.0
61973C,Colorado,6,1,False,23.9,611.0,12.2,6.1,6.1,2.6,0.04,1.4,37.0,1.0
66834A,Colorado,4,0,False,20.2,3106.0,7.5,7.8,-0.4,2.7,0.0,1.0,26.0,10.0
77717B,Colorado,11,1,True,23.9,611.0,12.7,12.1,0.6,3.1,0.1,1.3,42.0,23.0
77717F,Colorado,10,1,True,24.8,334.0,16.1,10.2,5.8,3.3,0.19,1.5,53.0,29.0
