number,region,comps_attended,sigs_attended,worlds_qual,trueskill,trueskill_ranking,opr,dpr,ccwm,ap_per_match,awp_per_match,wp_per_match,drive_score,auto_score
33488A,Saudi Arabia,2,0,True,15.9,7599.0,17.0,5.3,11.7,3.8,0.0,1.8,26.0,3.0
56047A,Saudi Arabia,2,0,True,7.8,11664.0,1.0,5.6,-4.6,0.4,0.0,0.2,11.0,3.0
79999X,Saudi Arabia,3,0,True,18.0,5344.0,12.6,8.6,4.0,3.8,0.0,1.2,29.0,4.0
83306A,Saudi Arabia,2,0,False,14.1,9191.0,11.7,5.0,6.7,4.5,0.0,1.5,21.0,0.0
79419M,Australia,2,0,False,8.6,11512.0,3.3,13.3,-10.0,1.1,0.0,0.5,10.0,0.0
79419X,Australia,3,0,False,15.8,7698.0,9.9,10.3,-0.4,2.4,0.0,1.0,36.0,20.0
79419Z,Australia,3,0,False,19.1,4178.0,13.6,2.1,11.4,2.4,0.0,1.5,24.0,21.0
99888A,Australia,3,0,False,15.0,8488.0,11.7,10.9,0.7,3.2,0.06,1.1,30.0,11.0
11860A,Australia,5,0,False,20.7,2629.0,7.1,5.0,2.1,3.3,0.03,1.1,30.0,5.0
11860B,Australia,4,0,False,18.6,4715.0,9.2,9.2,0.0,3.0,0.0,1.1,42.0,13.0
11860C,Australia,3,0,False,19.3,3976.0,4.2,3.0,1.2,3.6,0.15,1.4,20.0,4.0
12223A,Australia,4,0,False,19.5,3781.0,8.7,7.1,1.6,2.6,0.0,1.2,26.0,3.0
12223G,Australia,3,0,False,14.7,8742.0,3.2,5.9,-2.6,3.1,0.0,0.8,8.0,0.0
12223Y,Australia,3,0,False,17.7,5708.0,-0.5,5.9,-6.4,2.5,0.0,0.8,10.0,0.0
12410T,Australia,2,0,False,13.0,9917.0,2.5,9.2,-6.7,1.9,0.0,0.6,10.0,0.0
12906A,Australia,3,0,False,19.2,4071.0,4.3,1.5,2.8,2.9,0.0,1.2,23.0,0.0
12906B,Australia,4,0,False,21.5,1966.0,9.5,8.0,1.5,3.1,0.04,1.2,23.0,4.0
16676A,Australia,2,0,False,14.6,8819.0,1.8,8.9,-7.0,2.8,0.0,0.9,3.0,0.0
41103B,Australia,4,0,False,22.9,1042.0,14.3,7.0,7.3,3.2,0.04,1.4,37.0,26.0
41103X,Australia,3,0,False,18.5,4820.0,2.4,5.3,-2.9,2.4,0.0,0.9,26.0,0.0
50506A,Australia,2,0,False,15.2,8308.0,4.7,5.7,-1.0,3.2,0.07,0.8,7.0,0.0
50911A,Australia,3,0,False,18.0,5344.0,5.4,5.3,0.2,3.1,0.0,0.9,13.0,0.0
75477M,Australia,5,0,True,23.3,854.0,13.8,4.4,9.4,4.0,0.11,1.6,44.0,37.0
4557A,Australia,2,0,False,17.1,6385.0,10.5,7.8,2.7,4.1,0.0,1.2,29.0,0.0
13818A,Australia,3,0,True,21.9,1688.0,16.6,7.4,9.2,3.9,0.0,1.6,42.0,11.0
13818B,Australia,3,0,True,16.3,7222.0,9.9,10.7,-0.7,2.2,0.0,0.6,37.0,5.0
34565A,Australia,2,0,False,18.2,5141.0,7.4,8.1,-0.7,2.8,0.06,1.2,20.0,0.0
85657A,Australia,2,0,False,15.3,8218.0,5.8,12.7,-6.9,3.4,0.0,0.5,24.0,0.0
58A,Australia,9,0,True,26.1,106.0,17.2,6.8,10.3,4.6,0.1,1.7,52.0,38.0
588A,Australia,9,0,True,24.9,312.0,15.7,7.1,8.6,3.7,0.16,1.6,47.0,31.0
4613U,Australia,4,0,True,21.4,2059.0,15.4,6.2,9.2,2.4,0.0,1.3,45.0,31.0
46131E,Australia,3,0,False,17.7,5708.0,7.0,11.6,-4.6,3.1,0.0,1.0,22.0,8.0
1831B,Australia,2,0,False,15.3,8218.0,1.5,14.0,-12.5,1.3,0.0,0.5,8.0,0.0
1831D,Australia,7,0,True,24.7,368.0,18.0,4.8,13.2,4.1,0.18,1.8,45.0,33.0
1831E,Australia,7,0,True,24.0,566.0,13.6,6.0,7.5,3.1,0.0,1.4,41.0,21.0
1831F,Australia,3,0,False,17.1,6385.0,4.0,11.7,-7.7,3.1,0.0,0.7,26.0,0.0
1831N,Australia,2,0,False,14.9,8566.0,4.6,12.0,-7.4,2.4,0.0,0.3,18.0,0.0
1940A,Australia,6,0,True,22.2,1468.0,10.8,9.1,1.7,2.2,0.1,1.6,48.0,11.0
1940B,Australia,5,0,False,21.1,2288.0,12.0,10.0,2.0,2.9,0.13,1.4,43.0,5.0
1940C,Australia,6,0,True,21.5,1966.0,9.0,10.0,-1.0,3.2,0.07,1.1,44.0,13.0
4613R,Australia,4,0,False,21.5,1966.0,15.4,8.8,6.6,3.8,0.21,1.3,44.0,13.0
4613W,Australia,2,0,False,13.5,9614.0,3.0,9.2,-6.2,3.0,0.12,0.6,10.0,0.0
18422B,Australia,6,1,True,27.1,26.0,19.9,11.6,8.3,4.3,0.38,2.0,58.0,40.0
27272S,Australia,6,1,False,21.3,2133.0,13.1,9.7,3.4,2.3,0.07,1.2,44.0,28.0
46131B,Australia,2,0,False,13.3,9743.0,0.8,21.0,-20.2,1.1,0.0,0.2,18.0,0.0
46131G,Australia,3,0,False,19.7,3601.0,10.5,10.8,-0.3,2.6,0.0,0.8,40.0,6.0
46131P,Australia,3,0,False,22.5,1313.0,14.1,6.7,7.4,3.1,0.0,1.3,39.0,17.0
47779F,Australia,4,0,False,20.2,3106.0,2.8,8.2,-5.4,2.8,0.0,0.5,28.0,0.0
47779N,Australia,2,0,False,15.2,8308.0,3.8,8.1,-4.3,3.4,0.0,0.9,20.0,0.0
47779P,Australia,2,0,False,14.0,9278.0,1.5,13.3,-11.8,1.9,0.0,1.0,25.0,0.0
58058A,Australia,4,0,False,16.2,7317.0,4.5,9.1,-4.6,2.5,0.05,0.9,18.0,0.0
78887B,Australia,5,0,False,22.2,1468.0,8.4,7.7,0.7,2.9,0.07,1.3,37.0,14.0
83377A,Australia,4,0,False,20.6,2734.0,11.6,9.3,2.3,3.4,0.06,1.1,46.0,31.0
1791V,Taiwan,7,2,False,23.0,986.0,11.9,10.5,1.3,3.5,0.17,1.3,52.0,55.0
2813B,Chinese Taipei,5,1,False,23.9,611.0,18.8,10.4,8.4,3.7,0.18,1.6,52.0,39.0
2813X,Chinese Taipei,4,1,False,22.1,1546.0,13.5,14.5,-1.0,3.3,0.09,1.0,25.0,24.0
4253B,Chinese Taipei,4,1,False,21.5,1966.0,14.2,8.2,6.0,4.1,0.28,1.4,21.0,0.0
4253R,Chinese Taipei,4,1,False,21.8,1761.0,17.5,10.2,7.4,2.9,0.16,1.5,39.0,17.0
4253S,Chinese Taipei,4,0,True,19.8,3501.0,14.0,8.8,5.1,3.5,0.29,1.6,43.0,27.0
4253V,Chinese Taipei,3,0,False,21.9,1688.0,17.3,5.6,11.7,4.2,0.41,2.2,45.0,29.0
4253Y,Chinese Taipei,5,1,True,21.3,2133.0,11.9,10.3,1.7,2.4,0.14,1.1,50.0,42.0
4253Z,Chinese Taipei,5,1,True,22.6,1250.0,12.8,12.6,0.2,2.7,0.2,1.5,58.0,52.0
14683A,Chinese Taipei,3,1,False,10.4,11053.0,14.0,14.2,-0.3,2.1,0.0,0.8,30.0,0.0
14683B,Chinese Taipei,3,1,False,13.1,9863.0,11.6,18.1,-6.5,2.7,0.11,1.0,47.0,33.0
14683C,Chinese Taipei,2,1,False,11.5,10655.0,8.8,18.5,-9.7,0.7,0.0,0.4,16.0,0.0
14683D,Chinese Taipei,3,1,False,13.3,9743.0,9.3,17.5,-8.2,2.1,0.0,0.9,29.0,0.0
17022A,Chinese Taipei,6,1,True,25.3,220.0,24.8,8.1,16.7,4.3,0.36,2.1,61.0,57.0
23083Y,Chinese Taipei,5,1,False,22.3,1420.0,9.9,11.7,-1.8,3.1,0.11,1.1,37.0,0.0
23083Z,Chinese Taipei,5,1,False,21.7,1822.0,10.8,11.2,-0.4,3.0,0.04,1.0,36.0,8.0
35185A,Chinese Taipei,2,0,False,13.4,9664.0,8.8,11.0,-2.2,2.6,0.14,1.0,50.0,27.0
35185V,Chinese Taipei,2,0,False,14.1,9191.0,-1.4,13.3,-14.7,2.6,0.0,0.6,26.0,4.0
39234A,Chinese Taipei,2,0,False,3.0,11872.0,11.2,19.5,-8.3,0.0,0.0,0.0,27.0,3.0
58655A,Chinese Taipei,3,0,False,11.7,10571.0,6.0,15.1,-9.1,1.7,0.0,0.6,35.0,12.0
66001C,Chinese Taipei,2,0,False,8.2,11587.0,10.1,2.5,7.6,2.0,0.17,0.8,45.0,0.0
66799G,Chinese Taipei,4,1,True,22.9,1042.0,21.0,12.1,8.9,4.6,0.22,1.7,53.0,49.0
66799X,Chinese Taipei,3,1,False,20.9,2458.0,10.7,15.1,-4.4,2.0,0.1,0.9,37.0,0.0
66994C,Chinese Taipei,4,1,False,22.3,1420.0,15.8,14.3,1.4,2.6,0.11,0.9,56.0,46.0
66994S,Chinese Taipei,4,1,False,19.4,3876.0,13.2,16.5,-3.3,1.9,0.15,0.9,42.0,29.0
68678S,Chinese Taipei,5,1,False,20.3,3012.0,7.7,14.1,-6.4,2.3,0.11,1.0,42.0,0.0
68957T,Chinese Taipei,2,0,False,6.9,11760.0,-15.0,37.9,-52.9,0.0,0.0,0.0,42.0,22.0
77701A,Chinese Taipei,6,1,True,22.8,1104.0,15.0,9.1,5.9,3.5,0.18,1.3,56.0,52.0
78181A,Chinese Taipei,6,1,True,25.2,240.0,17.2,12.1,5.1,4.6,0.38,2.0,56.0,51.0
90065P,Chinese Taipei,3,0,False,11.5,10655.0,2.3,9.2,-6.9,2.5,0.0,1.0,26.0,13.0
96069X,Chinese Taipei,5,1,False,21.7,1822.0,10.9,14.5,-3.6,3.7,0.22,1.3,48.0,42.0
96944B,Chinese Taipei,3,1,False,10.6,11002.0,10.4,17.7,-7.3,0.7,0.11,0.8,50.0,28.0
96944X,Chinese Taipei,2,0,False,3.5,11870.0,7.8,19.9,-12.1,6.0,0.0,0.0,35.0,9.0
96944Z,Chinese Taipei,3,1,False,12.9,9990.0,11.5,9.8,1.7,3.3,0.0,0.9,45.0,0.0
96969W,Chinese Taipei,4,1,True,21.6,1885.0,12.1,16.8,-4.6,2.3,0.04,0.8,53.0,44.0
96969X,Chinese Taipei,3,1,False,20.7,2629.0,11.5,13.0,-1.5,3.0,0.11,1.1,43.0,42.0
96969Y,Chinese Taipei,4,1,True,24.4,446.0,16.2,11.1,5.1,3.4,0.19,1.6,51.0,43.0
30214A,Uganda,3,0,True,11.5,10655.0,11.2,1.6,9.6,3.0,0.0,2.0,36.0,25.0
55692B,Uganda,2,0,False,7.6,11688.0,-0.1,6.9,-7.0,0.0,0.0,0.0,12.0,11.0
67591A,Uganda,2,0,False,4.2,11867.0,4.2,8.0,-3.8,0.0,0.0,0.0,17.0,17.0
67591B,Uganda,2,0,False,3.0,11872.0,4.7,7.2,-2.6,3.0,0.0,1.0,10.0,12.0
316W,Hawaii,7,0,False,22.5,1313.0,12.8,10.4,2.4,3.0,0.22,1.4,47.0,18.0
359B,Hawaii,8,0,True,23.5,767.0,14.2,7.7,6.4,4.0,0.18,1.7,43.0,43.0
1037A,Hawaii,4,1,True,17.4,6052.0,12.1,21.2,-9.1,2.9,0.28,0.9,38.0,12.0
1037B,Hawaii,4,1,True,20.3,3012.0,12.6,10.9,1.7,2.6,0.08,1.0,49.0,21.0
1378V,Hawaii,2,0,False,21.1,2288.0,5.5,5.9,-0.4,1.5,0.0,0.8,25.0,0.0
2443B,Hawaii,3,0,False,20.1,3207.0,10.7,12.3,-1.6,3.5,0.2,1.5,32.0,18.0
2443C,Hawaii,3,0,False,23.5,767.0,17.6,11.5,6.1,3.0,0.12,1.4,40.0,26.0
2459A,Hawaii,7,1,False,20.2,3106.0,8.2,10.7,-2.5,3.1,0.05,0.9,33.0,9.0
2459B,Hawaii,6,0,False,23.4,811.0,13.7,7.5,6.3,3.2,0.09,1.4,43.0,7.0
2459C,Hawaii,9,1,True,23.3,854.0,12.4,9.6,2.8,3.1,0.23,1.5,47.0,22.0
3008A,Hawaii,4,0,False,19.2,4071.0,13.3,12.0,1.3,3.2,0.12,1.2,37.0,21.0
3685A,Hawaii,10,0,False,21.2,2203.0,5.3,9.9,-4.7,2.6,0.07,1.0,20.0,0.0
3685C,Hawaii,9,0,False,18.9,4403.0,3.3,13.3,-9.9,1.9,0.01,0.6,20.0,0.0
3685D,Hawaii,10,0,False,25.0,287.0,16.1,10.0,6.0,3.5,0.21,1.5,43.0,7.0
4142A,Hawaii,8,0,False,21.5,1966.0,12.2,9.3,2.9,3.2,0.2,1.2,33.0,13.0
4142B,Hawaii,9,0,True,22.2,1468.0,13.4,11.8,1.6,3.4,0.14,1.2,46.0,26.0
5968A,Hawaii,2,0,False,24.0,566.0,12.5,2.3,10.2,4.4,0.06,1.6,37.0,27.0
27180A,Hawaii,3,0,False,23.0,986.0,9.7,5.5,4.2,2.9,0.03,1.1,34.0,3.0
27180G,Hawaii,2,0,False,20.2,3106.0,2.3,9.8,-7.5,2.5,0.0,0.9,18.0,0.0
42700A,Hawaii,6,0,False,22.0,1618.0,13.7,11.8,1.8,2.5,0.15,1.3,42.0,3.0
42700E,Hawaii,8,0,False,26.2,96.0,20.5,6.0,14.4,4.1,0.26,2.0,54.0,3.0
42700R,Hawaii,6,0,False,23.0,986.0,10.7,9.9,0.7,2.6,0.04,1.2,38.0,27.0
42700W,Hawaii,7,0,False,22.2,1468.0,10.8,11.7,-0.9,2.4,0.17,1.1,31.0,10.0
80852A,Hawaii,2,0,False,16.5,7030.0,9.1,16.7,-7.6,2.6,0.0,0.6,25.0,11.0
80852B,Hawaii,2,0,False,15.4,8109.0,7.3,17.4,-10.1,2.4,0.0,0.4,20.0,0.0
84141A,Hawaii,6,1,False,19.3,3976.0,6.8,12.3,-5.5,2.9,0.08,0.9,18.0,0.0
84141B,Hawaii,6,1,False,21.2,2203.0,9.7,13.1,-3.4,2.8,0.1,1.0,35.0,0.0
93607D,Hawaii,4,0,False,18.7,4605.0,11.0,11.4,-0.4,3.1,0.06,1.2,46.0,32.0
96768K,Hawaii,3,0,False,18.2,5141.0,8.8,13.1,-4.4,2.4,0.17,1.0,29.0,0.0
96768S,Hawaii,3,0,False,17.1,6385.0,3.2,13.6,-10.4,1.4,0.0,0.6,20.0,5.0
96789X,Hawaii,15,0,True,28.2,4.0,22.5,4.8,17.7,5.0,0.54,2.4,52.0,50.0
96789Z,Hawaii,10,0,True,26.6,54.0,21.6,4.1,17.5,4.4,0.43,2.1,55.0,49.0
2463A,Hawaii,7,0,False,20.2,3106.0,5.9,9.0,-3.1,2.9,0.12,1.1,40.0,15.0
3590A,Hawaii,6,0,True,22.4,1363.0,15.9,8.7,7.2,3.1,0.07,1.4,34.0,17.0
3590B,Hawaii,5,0,False,20.9,2458.0,9.5,9.0,0.5,2.1,0.0,1.2,27.0,6.0
5864B,Macau,4,1,False,18.1,5246.0,15.7,12.4,3.4,3.0,0.23,1.2,41.0,30.0
5864C,"Macau, China",4,1,False,18.9,4403.0,17.2,10.5,6.7,4.1,0.27,1.7,53.0,26.0
5864D,"Macau, China",5,1,True,17.9,5478.0,16.8,11.7,5.1,3.4,0.18,1.3,37.0,19.0
5868C,"Macau, China",3,1,False,12.4,10252.0,11.4,14.7,-3.4,2.6,0.0,1.1,30.0,3.0
5868H,"Macau, China",4,1,False,11.6,10613.0,9.8,18.9,-9.1,1.5,0.0,0.4,35.0,26.0
63936C,"Macau, China",4,1,False,13.8,9405.0,11.7,14.7,-3.0,3.3,0.19,1.0,42.0,24.0
63936D,"Macau, China",5,1,True,19.1,4178.0,22.2,7.1,15.2,3.4,0.27,1.5,48.0,28.0
68424A,"Macau, China",4,0,False,18.3,5032.0,15.0,13.1,1.9,3.0,0.21,1.4,22.0,10.0
85301V,"Macau, China",3,1,False,17.6,5826.0,15.9,8.5,7.5,4.3,0.21,1.8,44.0,27.0
85301X,"Macau, China",4,1,True,12.3,10295.0,14.8,14.7,0.1,3.9,0.36,1.2,43.0,21.0
85301Z,"Macau, China",3,1,False,14.4,8971.0,10.9,8.2,2.7,3.0,0.0,1.1,39.0,0.0
383D,Georgia,6,1,True,21.8,1761.0,15.2,8.7,6.5,4.5,0.06,1.4,42.0,25.0
383H,Georgia,7,2,False,22.1,1546.0,11.8,7.9,3.8,3.2,0.04,1.2,41.0,28.0
383M,Georgia,5,0,False,16.5,7030.0,4.1,9.0,-4.8,1.8,0.0,0.8,29.0,5.0
675A,Georgia,5,0,False,17.3,6161.0,8.1,12.8,-4.7,1.5,0.0,0.7,43.0,8.0
675B,Georgia,5,0,False,17.8,5588.0,5.5,9.6,-4.1,1.5,0.0,0.8,42.0,25.0
675C,Georgia,7,0,True,23.5,767.0,16.0,7.6,8.4,4.1,0.16,1.6,43.0,31.0
675E,Georgia,5,0,False,22.1,1546.0,11.1,9.3,1.8,2.4,0.03,1.0,41.0,20.0
675F,Georgia,6,0,False,21.9,1688.0,10.0,6.7,3.2,3.6,0.05,1.4,42.0,25.0
1235A,Georgia,5,0,False,18.5,4820.0,10.7,9.1,1.7,2.9,0.04,1.0,37.0,14.0
1235D,Georgia,7,0,True,25.8,138.0,17.8,4.9,12.9,3.4,0.11,1.6,42.0,7.0
1275C,Georgia,6,0,False,17.7,5708.0,1.9,7.6,-5.7,2.6,0.0,0.7,26.0,13.0
1275D,Georgia,6,0,False,20.7,2629.0,9.6,7.0,2.6,2.7,0.0,1.1,32.0,5.0
1275E,Georgia,8,0,False,22.8,1104.0,10.4,5.1,5.4,3.3,0.03,1.3,40.0,10.0
1292A,Georgia,6,0,False,23.3,854.0,13.0,3.2,9.8,4.4,0.02,1.5,28.0,21.0
1356B,Georgia,6,0,False,24.4,446.0,15.5,3.5,12.0,3.6,0.08,1.6,45.0,21.0
1961A,Georgia,6,2,False,21.4,2059.0,14.1,12.0,2.1,3.4,0.1,1.1,53.0,34.0
1961D,Georgia,7,2,True,22.8,1104.0,11.9,9.1,2.7,2.6,0.02,1.2,52.0,33.0
1961Y,Georgia,6,1,False,18.2,5141.0,10.5,10.0,0.6,2.6,0.03,0.9,44.0,20.0
1961Z,Georgia,6,2,False,20.5,2838.0,7.7,10.7,-3.0,2.9,0.07,1.2,43.0,22.0
2105B,Georgia,4,0,False,20.0,3301.0,10.7,8.5,2.2,3.2,0.04,1.3,37.0,19.0
2771X,Georgia,6,1,False,20.9,2458.0,14.5,7.6,6.9,2.9,0.05,1.4,53.0,31.0
3142C,Georgia,9,1,True,22.9,1042.0,11.8,6.2,5.7,4.0,0.11,1.5,51.0,52.0
3142F,Georgia,7,0,False,19.1,4178.0,8.8,7.3,1.5,3.3,0.03,1.1,35.0,18.0
3142W,Georgia,6,0,False,20.5,2838.0,14.7,8.8,5.9,4.5,0.15,1.6,48.0,31.0
3536P,Georgia,5,0,False,19.7,3601.0,9.4,11.9,-2.5,2.3,0.03,0.8,27.0,13.0
3536S,Georgia,6,0,False,19.1,4178.0,11.3,7.2,4.1,3.0,0.05,1.2,41.0,33.0
3536V,Georgia,6,0,False,22.0,1618.0,12.3,10.8,1.4,3.2,0.03,1.2,30.0,12.0
3536X,Georgia,8,0,False,20.9,2458.0,10.0,9.2,0.7,2.8,0.06,1.1,42.0,12.0
5203G,Georgia,8,4,True,25.1,262.0,21.8,12.5,9.3,3.6,0.29,1.8,53.0,50.0
5278A,Georgia,5,0,False,20.3,3012.0,10.2,7.9,2.3,3.3,0.0,1.2,40.0,15.0
5278D,Georgia,6,0,False,20.1,3207.0,8.2,7.1,1.0,3.6,0.0,1.2,42.0,10.0
7009X,Georgia,9,1,True,24.3,477.0,16.6,10.7,5.8,3.8,0.21,1.7,53.0,41.0
8682A,Georgia,9,1,True,25.3,220.0,16.0,7.1,8.9,4.0,0.06,1.6,53.0,46.0
8682C,Georgia,11,3,True,21.6,1885.0,13.2,10.5,2.8,3.0,0.04,1.0,40.0,34.0
8682N,Georgia,10,3,True,24.4,446.0,15.7,10.1,5.6,4.0,0.23,1.8,53.0,47.0
12954G,Georgia,4,0,False,15.9,7599.0,7.0,11.0,-4.0,2.4,0.0,0.6,29.0,13.0
12954H,Georgia,4,0,False,17.2,6264.0,4.7,10.1,-5.4,1.7,0.0,0.9,23.0,10.0
33344A,Georgia,7,1,False,21.2,2203.0,11.2,11.2,0.0,3.1,0.03,1.2,27.0,12.0
33344C,Georgia,8,1,True,24.2,511.0,18.1,9.7,8.4,3.4,0.09,1.7,39.0,32.0
35361A,Georgia,4,0,False,16.1,7412.0,9.3,14.0,-4.7,2.2,0.0,0.6,40.0,0.0
37116B,Georgia,5,0,True,20.0,3301.0,9.3,9.0,0.3,3.5,0.0,1.1,35.0,8.0
37116C,Georgia,5,0,False,18.4,4926.0,5.4,11.7,-6.3,2.5,0.0,0.6,34.0,7.0
57346A,Georgia,6,0,False,21.3,2133.0,14.4,7.8,6.6,3.5,0.03,1.2,47.0,15.0
60053B,Georgia,6,0,False,21.4,2059.0,13.1,10.6,2.5,3.0,0.12,1.3,45.0,32.0
63780A,Georgia,6,0,False,20.3,3012.0,8.0,9.6,-1.6,2.6,0.03,1.1,38.0,21.0
71811N,Georgia,6,0,True,22.8,1104.0,14.1,8.0,6.1,3.0,0.06,1.6,50.0,33.0
71811V,Georgia,6,0,False,19.7,3601.0,9.7,8.0,1.6,2.9,0.03,1.2,33.0,33.0
71811X,Georgia,6,0,False,21.5,1966.0,12.0,8.6,3.4,3.2,0.08,1.2,44.0,41.0
84248A,Georgia,9,0,False,25.1,262.0,17.1,3.9,13.2,5.0,0.14,1.9,48.0,42.0
89227A,Georgia,5,0,False,20.2,3106.0,5.3,7.8,-2.5,2.5,0.0,0.9,35.0,5.0
936A,Hong Kong,2,0,True,14.8,8669.0,18.4,7.5,10.9,3.4,0.12,1.9,38.0,14.0
2636A,"Hong Kong, China",2,0,False,17.7,5708.0,15.9,5.0,10.9,5.2,0.12,1.4,25.0,14.0
3708E,"Hong Kong, China",5,0,True,13.0,9917.0,9.3,8.4,1.0,3.6,0.0,1.0,24.0,19.0
3708F,"Hong Kong, China",5,0,False,10.9,10909.0,-1.2,13.3,-14.5,1.3,0.0,0.1,37.0,15.0
3708Z,"Hong Kong, China",5,0,False,15.9,7599.0,4.0,7.3,-3.3,2.6,0.0,0.9,13.0,0.0
4275B,"Hong Kong, China",4,1,False,21.5,1966.0,16.2,9.0,7.2,3.5,0.18,1.5,41.0,13.0
4275V,"Hong Kong, China",5,1,True,21.4,2059.0,17.3,9.9,7.4,3.7,0.32,1.7,51.0,28.0
4275Z,"Hong Kong, China",2,1,False,17.7,5708.0,16.0,13.6,2.4,3.4,0.0,1.1,49.0,19.0
4815A,"Hong Kong, China",3,0,False,19.8,3501.0,17.0,-0.8,17.9,4.4,0.06,1.9,38.0,18.0
4815B,"Hong Kong, China",3,0,False,18.6,4715.0,16.4,6.5,9.9,3.4,0.06,1.4,43.0,6.0
10368A,"Hong Kong, China",4,1,True,21.7,1822.0,24.2,4.9,19.3,4.1,0.29,2.0,50.0,32.0
12305A,"Hong Kong, China",4,1,False,15.6,7907.0,3.4,10.6,-7.1,2.1,0.0,0.8,19.0,10.0
12305B,"Hong Kong, China",3,1,False,17.2,6264.0,9.5,15.4,-5.9,2.3,0.14,1.0,22.0,9.0
15383A,"Hong Kong, China",6,0,False,21.6,1885.0,14.7,11.5,3.2,3.4,0.2,1.4,54.0,40.0
21262T,"Hong Kong, China",3,0,False,14.2,9119.0,0.0,13.4,-13.4,1.9,0.0,0.6,15.0,0.0
32981A,"Hong Kong, China",2,0,False,14.1,9191.0,10.0,11.5,-1.5,2.8,0.07,1.2,23.0,13.0
32982A,"Hong Kong, China",2,0,False,11.3,10748.0,2.1,10.7,-8.6,1.7,0.0,0.5,23.0,5.0
54027A,"Hong Kong, China",2,0,False,12.5,10195.0,10.2,16.2,-6.0,1.9,0.0,0.8,24.0,0.0
70909A,"Hong Kong, China",2,0,False,18.0,5344.0,12.2,13.0,-0.7,3.6,0.0,1.1,39.0,14.0
86254A,"Hong Kong, China",6,0,False,16.0,7504.0,10.3,17.0,-6.7,2.3,0.27,0.8,41.0,15.0
86254B,"Hong Kong, China",8,1,True,22.1,1546.0,15.6,12.0,3.7,3.6,0.39,1.8,51.0,37.0
49651Z,Panama,3,1,False,5.1,11847.0,-2.4,7.3,-9.7,2.4,0.0,0.0,5.0,0.0
55098A,Panama,5,1,True,14.2,9119.0,10.5,2.5,8.0,1.6,0.0,1.2,40.0,16.0
55098B,Panama,4,1,False,14.3,9041.0,8.7,10.1,-1.4,2.2,0.0,1.0,27.0,0.0
55098C,Panama,4,1,False,15.0,8488.0,10.6,11.1,-0.5,3.2,0.0,0.8,32.0,8.0
643A,Alabama,4,1,False,20.6,2734.0,10.8,11.8,-1.0,1.7,0.0,1.1,30.0,7.0
643E,Alabama,7,2,True,22.1,1546.0,13.3,12.5,0.9,3.1,0.2,1.3,30.0,0.0
643F,Alabama,4,0,False,22.8,1104.0,15.0,5.7,9.2,3.7,0.26,1.7,34.0,13.0
643T,Alabama,6,2,False,22.6,1250.0,14.2,8.7,5.5,3.9,0.17,1.6,38.0,34.0
4828A,Alabama,11,0,True,21.9,1688.0,10.7,10.3,0.5,2.0,0.0,1.0,30.0,8.0
4828S,Alabama,10,0,True,22.0,1618.0,8.2,7.1,1.0,3.2,0.02,1.1,28.0,0.0
4828X,Alabama,11,2,True,26.4,79.0,21.8,7.3,14.5,4.3,0.29,2.1,52.0,46.0
8448A,Alabama,10,1,True,20.4,2925.0,9.0,7.7,1.3,3.5,0.03,1.1,37.0,14.0
8448G,Alabama,11,1,True,22.9,1042.0,15.9,7.0,8.9,4.1,0.11,1.5,42.0,25.0
8448X,Alabama,12,1,True,23.1,942.0,17.8,7.3,10.5,4.0,0.19,1.6,52.0,22.0
9848A,Alabama,6,1,False,19.9,3397.0,10.3,12.7,-2.4,3.0,0.1,1.1,30.0,12.0
13907F,Alabama,5,0,False,23.4,811.0,15.1,7.3,7.8,2.8,0.06,1.5,45.0,15.0
13907Y,Alabama,6,0,False,19.7,3601.0,5.9,10.9,-5.0,1.7,0.0,0.9,29.0,16.0
20605A,Alabama,10,2,True,27.2,19.0,21.8,6.8,15.0,3.9,0.15,1.9,53.0,40.0
20605B,Alabama,10,2,True,23.9,611.0,16.9,10.4,6.5,3.4,0.17,1.4,48.0,17.0
30207A,Alabama,6,0,True,23.2,895.0,14.7,10.9,3.9,3.5,0.2,1.6,37.0,18.0
31218W,Alabama,9,0,True,23.0,986.0,18.5,9.7,8.9,3.8,0.11,1.5,50.0,21.0
35016Z,Alabama,13,2,True,25.0,287.0,16.1,10.0,6.1,3.0,0.08,1.4,51.0,21.0
36064A,Alabama,8,0,False,21.3,2133.0,12.6,10.3,2.3,3.1,0.05,1.3,41.0,23.0
36830A,Alabama,7,1,True,22.7,1176.0,16.2,8.8,7.3,3.4,0.25,1.6,49.0,33.0
36830B,Alabama,7,1,True,21.9,1688.0,13.6,10.3,3.3,2.9,0.12,1.4,45.0,29.0
36830C,Alabama,6,1,False,20.7,2629.0,11.2,10.4,0.9,3.1,0.1,1.1,36.0,0.0
36830D,Alabama,6,1,False,19.9,3397.0,13.4,11.8,1.5,3.3,0.12,1.1,34.0,24.0
36867A,Alabama,7,2,False,20.9,2458.0,7.7,11.4,-3.8,3.1,0.04,1.1,33.0,9.0
36867C,Alabama,6,1,False,19.5,3781.0,7.7,11.0,-3.2,2.4,0.03,0.9,29.0,8.0
36867D,Alabama,8,2,True,22.3,1420.0,10.4,9.9,0.5,3.4,0.12,1.3,41.0,28.0
38241A,Alabama,5,0,False,20.2,3106.0,10.4,9.6,0.8,3.1,0.06,1.0,43.0,22.0
